build_id,class,weapon,archetype,variant,primary_family,family_ids,roll_profile,total_hp,ehp,ehp_no_agi,hpr,ehpr,defense_pct,agility_pct,earth_defense,thunder_defense,water_defense,fire_defense,air_defense,hpr_raw,hpr_pct,ls,effective_ls,life_per_hit,mr,total_mr,ms,mana_per_hit,max_mana_bonus,total_mana,walk_speed,attack_tier,attack_speed_base,attack_speed_final,attacks_per_second,poison,heal_pct,main_attack_range_pct,main_attack_range_blocks,main_attack_dps,spell_1_display_avg,spell_2_display_avg,spell_3_display_avg,spell_4_display_avg,spell_display_avg_max,spell_display_avg_sum,spell_1_cost,spell_2_cost,spell_3_cost,spell_4_cost,skill_points_assigned,strength,dexterity,intelligence,defense,agility,md_pct,md_raw,sd_pct,sd_raw,damage_pct,damage_raw,source_url
ubg-stratiformis-stratiformis-bolt-hybrid-standard-1,archer,Stratiformis,,standard,family_hybrid,"[""family_hybrid""]",median,12785,31862.9857,9834.6154,0,0,0,76.8163,225,20,0,-177,496.1,0,-20,326,812.4625,25.2713,-9,16,20,1.5504,-13,87,167,2,FAST,SUPER_FAST,4.3,0,0,22,7.32,10232.443,105454.802,0,20239.1136,30586.939,105454.802,156280.8546,25,9,45,17.94,181,70,55,0,0,160,-70,1489,25,43,8,0,https://wynnbuilder.github.io/builder/#CW0l2Bw40eep6mYw3kcYwJiHKd0s34+WtqYSY4490qFwzFuXx9S8
ubg-stratiformis-stratiformis-bolt-hybrid-standard-1,archer,Stratiformis,,standard,family_hybrid,"[""family_hybrid""]",upper_quartile_proxy,13460,33545.2317,10353.8462,0,0,0,76.8163,225,20,0,-172.5,514.25,0,-20,428,1066.6686,33.1783,-7,18,26,2.0155,-11,89,211,2,FAST,SUPER_FAST,4.3,0,0,28,7.68,13056.3798,116382.1505,0,22498.8088,33939.2609,116382.1505,172820.2202,25,7,45,15.62,181,70,55,0,0,160,-59,1953,32,56,11,0,https://wynnbuilder.github.io/builder/#CW0l2Bw40eep6mYw3kcYwJiHKd0s34+WtqYSY4490qFwzFuXx9S8
ubg-stratiformis-stratiformis-bolt-hybrid-standard-1,archer,Stratiformis,,standard,family_hybrid,"[""family_hybrid""]",solver_default,13730,34218.1301,10561.5385,0,0,0,76.8163,225,20,0,-171,520.3,0,-20,469,1168.8495,36.3566,-6,19,32,2.4806,-9,91,231,2,FAST,SUPER_FAST,4.3,0,0,31,7.86,14176.5328,120610.516,0,23370.5025,35233.1623,120610.516,179214.1808,25,5,45,13.44,181,70,55,0,0,160,-55,2139,35,61,12,0,https://wynnbuilder.github.io/builder/#CW0l2Bw40eep6mYw3kcYwJiHKd0s34+WtqYSY4490qFwzFuXx9S8
ubg-stratiformis-stratiformis-bolt-hybrid-standard-1,archer,Stratiformis,,standard,family_hybrid,"[""family_hybrid""]",maximum,14135,35227.4777,10873.0769,0,0,0,76.8163,225,20,0,-169.5,526.35,0,-20,530,1320.8747,41.0853,-6,19,32,2.4806,-9,91,257,2,FAST,SUPER_FAST,4.3,0,0,35,8.1,15860.1914,127309.499,0,24758.504,37291.5829,127309.499,189359.5859,25,5,45,13.44,181,70,55,0,0,160,-49,2418,40,69,13,0,https://wynnbuilder.github.io/builder/#CW0l2Bw40eep6mYw3kcYwJiHKd0s34+WtqYSY4490qFwzFuXx9S8
ubg-abyssopelagic-abyssopelagic-trickster-standard-1,assassin,Abyssopelagic,Trickster,standard,family_unclassified,[],median,13485,25162.8218,22380.2256,40,74.6394,39.7459,13.2589,-13.2,151.2,647.8,8.2,62.4,40,0,0,0,0,22,47,0,0,0,151,-44,0,NORMAL,NORMAL,2.05,0,-7,-20,0.8,1289.9081,9784.675,0,11967.5721,3249.4774,11967.5721,25001.7245,8.2413,10.2364,15.7632,20.4728,197,30,55,70,60,15,0,0,36,0,0,0,https://wynnbuilder-beta.github.io/builder/#CT0C3HzG812C6nM76eG15YTo3qKmb-vkaYsnNPI21
ubg-abyssopelagic-abyssopelagic-trickster-standard-1,assassin,Abyssopelagic,Trickster,standard,family_unclassified,[],upper_quartile_proxy,13485,25162.8218,22380.2256,52,97.0313,39.7459,13.2589,-12.7,183.6,671.5,8.5,72,52,0,0,0,0,28,53,0,0,0,151,-41,0,NORMAL,NORMAL,2.05,0,-6,-20,0.8,1387.8585,10807.1413,0,13083.3829,3535.2694,13083.3829,27425.7936,6.1277,10.2364,12.0437,20.4728,197,30,55,70,60,15,0,0,40,0,0,0,https://wynnbuilder-beta.github.io/builder/#CT0C3HzG812C6nM76eG15YTo3qKmb-vkaYsnNPI21
ubg-abyssopelagic-abyssopelagic-trickster-standard-1,assassin,Abyssopelagic,Trickster,standard,family_unclassified,[],solver_default,13485,25162.8218,22380.2256,57,106.3612,39.7459,13.2589,-12.5,194.4,679.4,8.6,74.4,57,0,0,0,0,34,59,0,0,0,151,-39,0,NORMAL,NORMAL,2.05,0,-6,-20,0.8,1428.8487,11239.9884,0,13573.6897,3659.1533,13573.6897,28472.8314,3.4888,10.2364,8.3695,20.4728,197,30,55,70,60,15,0,0,42,0,0,0,https://wynnbuilder-beta.github.io/builder/#CT0C3HzG812C6nM76eG15YTo3qKmb-vkaYsnNPI21
ubg-abyssopelagic-abyssopelagic-trickster-standard-1,assassin,Abyssopelagic,Trickster,standard,family_unclassified,[],maximum,13485,25162.8218,22380.2256,64,119.4231,39.7459,13.2589,-12.3,212.4,687.3,8.7,79.2,64,0,0,0,0,34,59,0,0,0,151,-37,0,NORMAL,NORMAL,2.05,0,-5,-20,0.8,1492.1084,11906.1303,0,14322.6695,3848.7815,14322.6695,30077.5813,3.4888,10.2364,8.3695,20.4728,197,30,55,70,60,15,0,0,45,0,0,0,https://wynnbuilder-beta.github.io/builder/#CT0C3HzG812C6nM76eG15YTo3qKmb-vkaYsnNPI21
ubg-archangel-archangel-acrobat-standard-1,assassin,Archangel,Acrobat,standard,family_unclassified,[],median,13080,35657.0338,14255.0721,466.48,1271.6585,8.2432,67.3632,-345,-295,235,-290,330,392,19,0,0,0,17,42,12,1.6,0,154,74,0,FAST,FAST,2.5,0,0,101,,1103.6522,13412.9314,0,25505.2595,11623.8575,25505.2595,50542.0484,14.0368,3.6056,23.1195,19.6516,145,2,30,77,10,116,-76,224,31,415,0,0,https://wynnbuilder.github.io/builder/#CX0oq0xGWi3X7mbHIk1LEEGmmpYSg2C50yUoVnMtuN1
ubg-archangel-archangel-acrobat-standard-1,assassin,Archangel,Acrobat,standard,family_unclassified,[],upper_quartile_proxy,13555,36951.9185,14772.7449,638.6,1740.8702,8.2432,67.3632,-345,-295,235,-290,330,515,24,0,0,0,25,50,16,2.1333,0,154,95,0,FAST,FAST,2.5,0,0,132,,1373.229,15346.9461,0,29134.1525,13387.8005,29134.1525,57868.8991,13.2111,2.6056,23.1195,18.4956,145,2,30,77,10,116,-64,312,39,545,0,0,https://wynnbuilder.github.io/builder/#CX0oq0xGWi3X7mbHIk1LEEGmmpYSg2C50yUoVnMtuN1
ubg-archangel-archangel-acrobat-standard-1,assassin,Archangel,Acrobat,standard,family_unclassified,[],solver_default,13745,37469.8723,14979.814,716.28,1952.6315,8.2432,67.3632,-345,-295,235,-290,330,564,27,0,0,0,33,58,20,2.6667,0,154,103,0,FAST,FAST,2.5,0,0,144,,1474.0991,16161.2647,0,30665.1856,14132.8208,30665.1856,60959.2711,12.3854,1.6056,23.1195,17.3396,145,2,30,77,10,116,-61,347,43,596,0,0,https://wynnbuilder.github.io/builder/#CX0oq0xGWi3X7mbHIk1LEEGmmpYSg2C50yUoVnMtuN1
ubg-archangel-archangel-acrobat-standard-1,assassin,Archangel,Acrobat,standard,family_unclassified,[],maximum,14030,38246.8031,15290.4176,828.1,2257.461,8.2432,67.3632,-345,-295,235,-290,330,637,30,0,0,0,33,58,20,2.6667,0,154,116,0,FAST,FAST,2.5,0,0,163,,1639.7364,17344.0518,0,32888.9554,15208.5503,32888.9554,65441.5575,12.3854,1.6056,23.1195,17.3396,145,2,30,77,10,116,-54,401,48,673,0,0,https://wynnbuilder.github.io/builder/#CX0oq0xGWi3X7mbHIk1LEEGmmpYSg2C50yUoVnMtuN1
ubg-grimtrap-grimtrap-shadestepper-non-crafted-1,assassin,Grimtrap,Shadestepper,non_crafted,family_unclassified,[],median,13495,13495,13495,-534.52,-534.52,0,0,665,-357.5,372.6,0,-295,-322,-66,693,693,154,0,25,19,4.2222,56,204,-3,0,SLOW,SLOW,1.5,20191,-20,0,1,5505.505,15929.4429,0,20421.6904,5055.4662,20421.6904,41406.5995,16.9681,4.484,8.4734,14.9681,198,120,70,65,0,0,93,-90,18,109,8,160,https://wynnbuilder.github.io/builder/#CW0-2nO68Y3dQ0wE2eGs3gL0fc6Sg70yFwFi+xtX0
ubg-grimtrap-grimtrap-shadestepper-non-crafted-1,assassin,Grimtrap,Shadestepper,non_crafted,family_unclassified,[],upper_quartile_proxy,13495,13495,13495,-423.15,-423.15,0,0,665,-351,376.65,0,-295,-273,-55,909,909,202,0,25,25,5.5556,73,221,-2,0,SLOW,SLOW,1.5,26542,-17,0,1,6509.0433,18002.9568,0,23158.652,5695.3687,23158.652,46856.9775,15.9681,1.484,5.4734,11.9681,198,120,70,65,0,0,121,-76,20,142,11,210,https://wynnbuilder.github.io/builder/#CW0-2nO68Y3dQ0wE2eGs3gL0fc6Sg70yFwFi+xtX0
ubg-grimtrap-grimtrap-shadestepper-non-crafted-1,assassin,Grimtrap,Shadestepper,non_crafted,family_unclassified,[],solver_default,13495,13495,13495,-386.08,-386.08,0,0,665,-351,376.65,0,-295,-254,-52,995,995,221.1111,0,25,31,6.8889,90,238,-2,0,SLOW,SLOW,1.5,29065,-16,0,1,6920.1074,18838.7157,0,24268.5697,5954.7148,24268.5697,49062.0002,14.9681,1,2.4734,9.9681,198,120,70,65,0,0,133,-71,21,156,12,230,https://wynnbuilder.github.io/builder/#CW0-2nO68Y3dQ0wE2eGs3gL0fc6Sg70yFwFi+xtX0
ubg-grimtrap-grimtrap-shadestepper-non-crafted-1,assassin,Grimtrap,Shadestepper,non_crafted,family_unclassified,[],maximum,13495,13495,13495,-328.5,-328.5,0,0,665,-347.75,380.7,0,-295,-225,-46,1125,1125,250,0,25,31,6.8889,90,238,-1,0,SLOW,SLOW,1.5,32850,-14,0,1,7550.327,20136.3689,0,25995.1535,6351.5835,25995.1535,52483.1059,14.9681,1,2.4734,9.9681,198,120,70,65,0,0,150,-63,22,176,13,260,https://wynnbuilder.github.io/builder/#CW0-2nO68Y3dQ0wE2eGs3gL0fc6Sg70yFwFi+xtX0
ubg-hanafubuki-hanafubuki-acrobat-non-crafted-1,assassin,Hanafubuki,Acrobat,non_crafted,family_unclassified,[],median,13790,37203.6357,19383.6731,130.2,351.2628,28.8577,55.7324,115.5,151.2,92.4,-518.4,193.2,186,-30,0,0,0,19,44,-12,-0.9302,0,158,-32,0,SUPER_FAST,SUPER_FAST,4.3,0,0,0,,908.45,26366.5619,0,43868.3979,27988.8524,43868.3979,98223.8122,16.9309,4.2058,30.5118,28.9336,199,70,55,85,40,85,0,0,32,338,22,128,https://wynnbuilder.github.io/builder/#CX0k2HyGuY3VJHgJITI15am0AF8F0uza-Yjknl2
ubg-hanafubuki-hanafubuki-acrobat-non-crafted-1,assassin,Hanafubuki,Acrobat,non_crafted,family_unclassified,[],upper_quartile_proxy,13790,37203.6357,19383.6731,181.5,489.6635,28.8577,55.7324,133.5,167.4,102.3,-496.8,213.9,242,-25,0,0,0,31,56,-10,-0.7752,0,158,-26,0,SUPER_FAST,SUPER_FAST,4.3,0,0,0,,1043.0259,31625.9077,0,52287.0208,33793.7538,52287.0208,117706.6823,15.9309,3.5048,29.7227,28.6706,199,70,55,85,40,85,0,0,42,443,29,168,https://wynnbuilder.github.io/builder/#CX0k2HyGuY3VJHgJITI15am0AF8F0uza-Yjknl2
ubg-hanafubuki-hanafubuki-acrobat-non-crafted-1,assassin,Hanafubuki,Acrobat,non_crafted,family_unclassified,[],solver_default,13790,37203.6357,19383.6731,202.16,545.4015,28.8577,55.7324,141,175.5,107.25,-486,224.25,266,-24,0,0,0,40,65,-8,-0.6202,0,158,-24,0,SUPER_FAST,SUPER_FAST,4.3,0,0,0,,1097.8157,33775.6174,0,55724.3566,36169.098,55724.3566,125669.072,13.9309,2.8038,28.0866,27.0745,199,70,55,85,40,85,0,0,46,485,32,184,https://wynnbuilder.github.io/builder/#CX0k2HyGuY3VJHgJITI15am0AF8F0uza-Yjknl2
ubg-hanafubuki-hanafubuki-acrobat-non-crafted-1,assassin,Hanafubuki,Acrobat,non_crafted,family_unclassified,[],maximum,13790,37203.6357,19383.6731,237,639.3953,28.8577,55.7324,153,186.3,113.85,-471.6,238.05,300,-21,0,0,0,40,65,-8,-0.6202,0,158,-21,0,SUPER_FAST,SUPER_FAST,4.3,0,0,0,,1177.6017,36885.2535,0,60705.6438,39598.6552,60705.6438,137189.5525,13.9309,2.8038,28.0866,27.0745,199,70,55,85,40,85,0,0,52,548,36,208,https://wynnbuilder.github.io/builder/#CX0k2HyGuY3VJHgJITI15am0AF8F0uza-Yjknl2
ubg-inferno-inferno-trickster-non-crafted-1,assassin,Inferno,Trickster,non_crafted,family_unclassified,[],median,22285,59542.7384,59542.7384,108.23,289.1771,62.5731,0,137.5,-280,222,887.4,-120,137,-21,0,0,0,28,53,0,0,13,158,-17,-2,VERY_SLOW,SUPER_SLOW,0.51,50,0,0,1,6031.1967,9437.2464,0,17020.1435,2599.2523,17020.1435,29056.6422,8.9057,10.7434,9.9057,21.4868,194,80,0,60,120,0,-30,616,50,93,0,0,https://wynnbuilder-beta.github.io/builder/#CT0vvmwmREIWkv4gvcpM72eWhJko1hcRSvVkJAp7Vj9A4
ubg-inferno-inferno-trickster-non-crafted-1,assassin,Inferno,Trickster,non_crafted,family_unclassified,[],upper_quartile_proxy,23098,61714.9729,61714.9729,245.7,656.4797,62.5731,0,150,-268,244.2,986,-120,270,-9,0,0,0,37,62,0,0,16,161,-4,-2,VERY_SLOW,SUPER_SLOW,0.51,50,0,0,1,6915.2561,10396.0163,0,18652.3367,2844.6421,18652.3367,31892.9951,7.9057,10.7434,8.9057,21.4868,194,80,0,60,120,0,-25,808,60,121,0,0,https://wynnbuilder-beta.github.io/builder/#CT0vvmwmREIWkv4gvcpM72eWhJko1hcRSvVkJAp7Vj9A4
ubg-inferno-inferno-trickster-non-crafted-1,assassin,Inferno,Trickster,non_crafted,family_unclassified,[],solver_default,23423,62583.3323,62583.3323,305.9,817.3266,62.5731,0,155,-264,251.6,1020.8,-120,322,-5,0,0,0,45,70,0,0,20,165,1,-2,VERY_SLOW,SUPER_SLOW,0.51,50,0,0,1,7223.6881,10778.8687,0,19313.0911,2943.6232,19313.0911,33035.583,5.9057,10.7434,7.9057,21.4868,194,80,0,60,120,0,-24,885,65,133,0,0,https://wynnbuilder-beta.github.io/builder/#CT0vvmwmREIWkv4gvcpM72eWhJko1hcRSvVkJAp7Vj9A4
ubg-inferno-inferno-trickster-non-crafted-1,assassin,Inferno,Trickster,non_crafted,family_unclassified,[],maximum,23910,63884.5355,63884.5355,406.02,1084.8348,62.5731,0,161.25,-256,266.4,1078.8,-120,402,1,0,0,0,45,70,0,0,20,165,9,-2,VERY_SLOW,SUPER_SLOW,0.51,50,0,0,1,7761.3172,11397.5359,0,20371.6268,3102.0963,20371.6268,34871.259,5.9057,10.7434,7.9057,21.4868,194,80,0,60,120,0,-21,1000,72,150,0,0,https://wynnbuilder-beta.github.io/builder/#CT0vvmwmREIWkv4gvcpM72eWhJko1hcRSvVkJAp7Vj9A4
ubg-nirvana-nirvana-acrobat-non-crafted-1,assassin,Nirvana,Acrobat,non_crafted,family_unclassified,[],median,9085,9894.8535,9484.963,-349.7,-380.8729,4.2168,4.6254,24,96,552,-240,-130.8,-269,-30,0,0,0,10,35,3,0.4878,23,203,-15,0,NORMAL,NORMAL,2.05,0,0,0,,1954.1403,28770.3157,0,57030.524,24043.4391,57030.524,109844.2788,12.5,5,17.5,17.5,196,55,65,169,5,5,-150,-82,59,282,22,128,https://wynnbuilder.github.io/builder/#CX0e1GyGqH4yQGoDIkHhJOFosqKSk30yUoVnMtuN1
ubg-nirvana-nirvana-acrobat-non-crafted-1,assassin,Nirvana,Acrobat,non_crafted,family_unclassified,[],upper_quartile_proxy,9385,10221.5961,9798.1704,-285,-310.4054,4.2168,4.6254,24.9,99.6,572.7,-234,-122.4,-228,-25,0,0,0,23,48,8,1.3008,40,220,-12,0,NORMAL,NORMAL,2.05,0,0,0,,2750.6063,33992.4575,0,67311.1888,28395.9253,67311.1888,129699.5716,12.5,5,17.5,17.5,196,55,65,169,5,5,-128,-70,76,371,29,168,https://wynnbuilder.github.io/builder/#CX0e1GyGqH4yQGoDIkHhJOFosqKSk30yUoVnMtuN1
ubg-nirvana-nirvana-acrobat-non-crafted-1,assassin,Nirvana,Acrobat,non_crafted,family_unclassified,[],solver_default,9505,10352.2931,9923.4533,-262.88,-286.3136,4.2168,4.6254,25.2,100.8,579.6,-232,-120,-212,-24,0,0,0,35,60,13,2.1138,56,236,-11,0,NORMAL,NORMAL,2.05,0,0,0,,3082.6996,36197.5034,0,71685.5871,30207.1964,71685.5871,138090.2869,12.5,5,17.5,17.5,196,55,65,169,5,5,-120,-66,83,406,32,184,https://wynnbuilder.github.io/builder/#CX0e1GyGqH4yQGoDIkHhJOFosqKSk30yUoVnMtuN1
ubg-nirvana-nirvana-acrobat-non-crafted-1,assassin,Nirvana,Acrobat,non_crafted,family_unclassified,[],maximum,9685,10548.3386,10111.3777,-227.48,-247.758,4.2168,4.6254,25.8,103.2,593.4,-228,-115.2,-188,-21,0,0,0,35,60,13,2.1138,56,236,-9,0,NORMAL,NORMAL,2.05,0,0,0,,3576.133,39287.863,0,77776.5792,32776.9981,77776.5792,149841.4403,12.5,5,17.5,17.5,196,55,65,169,5,5,-106,-58,93,458,36,208,https://wynnbuilder.github.io/builder/#CX0e1GyGqH4yQGoDIkHhJOFosqKSk30yUoVnMtuN1
ubg-nullification-nullification-acrobat-standard-1,assassin,Nullification,Acrobat,standard,family_unclassified,[],median,13185,40119.363,29020.8744,122,371.222,54.5672,35.471,286,650,1313,520,156,122,0,568,1728.3123,75.7333,32,57,7,0.9333,0,151,-46,0,FAST,FAST,2.5,-12000,0,-20,,2287.9974,26701.7586,0,48851.2882,25224.0404,48851.2882,100777.0872,12.0607,10.8243,23.8849,23.8849,199,46,55,70,95,46,0,0,20,0,0,0,https://wynnbuilder.github.io/builder/#CX013HzGyb0lGHgJC0G15YFoicDSE30yUoVnMtuN1
ubg-nullification-nullification-acrobat-standard-1,assassin,Nullification,Acrobat,standard,family_unclassified,[],upper_quartile_proxy,13185,40119.363,29020.8744,262,797.2145,54.5672,35.471,342.1,777.5,1570.55,622,186.6,262,0,746,2269.9313,99.4667,40,65,12,1.6,0,151,-35,0,FAST,FAST,2.5,-10200,0,-20,,2411.6401,28462.5794,0,52083.2862,26884.0347,52083.2862,107429.9003,12.0607,10.8243,23.8849,23.8849,199,46,55,70,95,46,0,0,20,0,0,0,https://wynnbuilder.github.io/builder/#CX013HzGyb0lGHgJC0G15YFoicDSE30yUoVnMtuN1
ubg-nullification-nullification-acrobat-standard-1,assassin,Nullification,Acrobat,standard,family_unclassified,[],solver_default,13185,40119.363,29020.8744,319,970.6543,54.5672,35.471,363,825,1666.5,660,198,319,0,817,2485.9704,108.9333,46,71,17,2.2667,0,151,-32,0,FAST,FAST,2.5,-9480,0,-20,,2454.8506,29150.4648,0,53345.8812,27532.4752,53345.8812,110028.8212,12.0607,9.8243,23.8849,23.8849,199,46,55,70,95,46,0,0,20,0,0,0,https://wynnbuilder.github.io/builder/#CX013HzGyb0lGHgJC0G15YFoicDSE30yUoVnMtuN1
ubg-nullification-nullification-acrobat-standard-1,assassin,Nullification,Acrobat,standard,family_unclassified,[],maximum,13185,40119.363,29020.8744,403,1226.2498,54.5672,35.471,396,900,1818,720,216,403,0,923,2808.5075,123.0667,46,71,17,2.2667,0,151,-25,0,FAST,FAST,2.5,-8400,0,-20,,2524.8718,30223.4002,0,55315.2842,28544.029,55315.2842,114082.7134,12.0607,9.8243,23.8849,23.8849,199,46,55,70,95,46,0,0,20,0,0,0,https://wynnbuilder.github.io/builder/#CX013HzGyb0lGHgJC0G15YFoicDSE30yUoVnMtuN1
ubg-nullification-nullification-shadestepper-standard-1,assassin,Nullification,Shadestepper,standard,family_unclassified,[],median,7785,23061.3159,17135.1921,0,0,54.5672,32.9496,681.15,1075.5,1111.35,1075.5,681.15,0,0,400,1184.9103,261.4379,6,31,19,12.4183,0,148,-35,-6,FAST,SUPER_SLOW,0.51,-12000,-7,0,1,2943.7609,13661.9364,0,15710.0902,4773.3488,15710.0902,34145.3754,20.9681,5.484,14.4734,16.8816,199,42,55,65,95,42,0,-90,17,0,0,0,https://wynnbuilder.github.io/builder/#CW0++GxGyb0lGXT8GtH15YToicDSk20ce3vVyVOztN72
ubg-nullification-nullification-shadestepper-standard-1,assassin,Nullification,Shadestepper,standard,family_unclassified,[],upper_quartile_proxy,7785,23061.3159,17135.1921,0,0,54.5672,32.9496,829.35,1309.5,1353.15,1309.5,829.35,0,0,525,1555.1947,343.1373,8,33,25,16.3399,0,148,-29,-6,FAST,SUPER_SLOW,0.51,-10200,-6,0,1,3455.044,14874.8292,0,17105.7506,5197.0276,17105.7506,37177.6074,20.9681,1.484,13.4734,15.4526,199,42,55,65,95,42,0,-76,22,0,0,0,https://wynnbuilder.github.io/builder/#CW0++GxGyb0lGXT8GtH15YToicDSk20ce3vVyVOztN72
ubg-nullification-nullification-shadestepper-standard-1,assassin,Nullification,Shadestepper,standard,family_unclassified,[],solver_default,7785,23061.3159,17135.1921,0,0,54.5672,32.9496,886.35,1399.5,1446.15,1399.5,886.35,0,0,575,1703.3085,375.817,10,35,31,20.2614,0,148,-27,-6,FAST,SUPER_SLOW,0.51,-9480,-6,0,1,3658.9836,15367.8648,0,17673.0705,5369.2611,17673.0705,38410.1964,20.9681,1,12.4734,13.9138,199,42,55,65,95,42,0,-71,24,0,0,0,https://wynnbuilder.github.io/builder/#CW0++GxGyb0lGXT8GtH15YToicDSk20ce3vVyVOztN72
ubg-nullification-nullification-shadestepper-standard-1,assassin,Nullification,Shadestepper,standard,family_unclassified,[],maximum,7785,23061.3159,17135.1921,0,0,54.5672,32.9496,971.85,1534.5,1585.65,1534.5,971.85,0,0,650,1925.4792,424.8366,10,35,31,20.2614,0,148,-23,-6,FAST,SUPER_SLOW,0.51,-8400,-5,0,1,3969.0519,16171.1242,0,18597.296,5649.9247,18597.296,40418.3449,20.9681,1,12.4734,13.9138,199,42,55,65,95,42,0,-63,27,0,0,0,https://wynnbuilder.github.io/builder/#CW0++GxGyb0lGXT8GtH15YToicDSk20ce3vVyVOztN72
ubg-oblivion-oblivion-spell-shadestepper-non-crafted-1,assassin,Oblivion,Shadestepper,non_crafted,family_spellsteal,"[""family_spellsteal""]",median,13105,13105,13105,0,0,0,0,-115,462,399,-216,-240,0,-30,0,0,0,-38,-13,46,30.0654,0,153,10,0,SUPER_SLOW,SUPER_SLOW,0.51,8500,0,0,1,9566.7717,17893.6432,0,20039.6696,5324.7132,20039.6696,43258.026,26.6665,1,16.6665,19.9998,160,40,90,75,-29,-29,42,-391,87,578,0,0,https://wynnbuilder.github.io/builder/#CW0bum9DaE1yQGoDqm1KEml1GkCuK98O0YN-H-XrV-E4
ubg-oblivion-oblivion-spell-shadestepper-non-crafted-1,assassin,Oblivion,Shadestepper,non_crafted,family_spellsteal,"[""family_spellsteal""]",upper_quartile_proxy,13105,13105,13105,0,0,0,0,-112,462,399,-214,-234,0,-25,0,0,0,-25,0,57,37.2549,0,153,12,0,SUPER_SLOW,SUPER_SLOW,0.51,8500,0,0,1,10407.8551,20138.5978,0,22483.144,5977.2792,22483.144,48599.021,26.6665,1,16.6665,19.9998,160,40,90,75,-29,-29,43,-332,98,759,0,0,https://wynnbuilder.github.io/builder/#CW0bum9DaE1yQGoDqm1KEml1GkCuK98O0YN-H-XrV-E4
ubg-oblivion-oblivion-spell-shadestepper-non-crafted-1,assassin,Oblivion,Shadestepper,non_crafted,family_spellsteal,"[""family_spellsteal""]",solver_default,13105,13105,13105,0,0,0,0,-111,462,399,-214,-232,0,-24,0,0,0,-15,10,69,45.098,0,153,12,0,SUPER_SLOW,SUPER_SLOW,0.51,8500,0,0,1,10757.0892,21091.4823,0,23508.5487,6250.1303,23508.5487,50850.1613,26.6665,1,16.6665,19.9998,160,40,90,75,-29,-29,43,-309,103,830,0,0,https://wynnbuilder.github.io/builder/#CW0bum9DaE1yQGoDqm1KEml1GkCuK98O0YN-H-XrV-E4
ubg-oblivion-oblivion-spell-shadestepper-non-crafted-1,assassin,Oblivion,Shadestepper,non_crafted,family_spellsteal,"[""family_spellsteal""]",maximum,13105,13105,13105,0,0,0,0,-109,462,399,-212,-228,0,-21,0,0,0,-15,10,69,45.098,0,153,13,0,SUPER_SLOW,SUPER_SLOW,0.51,8500,0,0,1,11298.7571,22443.4412,0,24969.7255,6637.3021,24969.7255,54050.4688,26.6665,1,16.6665,19.9998,160,40,90,75,-29,-29,44,-274,109,938,0,0,https://wynnbuilder.github.io/builder/#CW0bum9DaE1yQGoDqm1KEml1GkCuK98O0YN-H-XrV-E4
ubg-vengeance-vengeance-heavy-melee-shadestepper-non-crafted-2,assassin,Vengeance,Shadestepper,non_crafted,family_heavy_melee,"[""family_heavy_melee""]",median,14565,22254.7149,22254.7149,0,0,34.5532,0,906,-172,0,174,-100,-7098,267,300,458.3875,196.0784,6,31,14,9.1503,41,141,-15,-70,SUPER_SLOW,SUPER_SLOW,0.51,50,-6,56,1.56,25052.4582,12257.027,0,12604.8374,3436.241,12604.8374,28298.1054,30,15,25.81,35,197,115,70,-30,50,-30,40,4480,5,0,22,0,https://wynnbuilder.github.io/builder/#CW04KQuCA3c1HXX6EE0n1827XD8xDRmna0m-ybq-j82BB
ubg-vengeance-vengeance-heavy-melee-shadestepper-non-crafted-2,assassin,Vengeance,Shadestepper,non_crafted,family_heavy_melee,"[""family_heavy_melee""]",upper_quartile_proxy,14565,22254.7149,22254.7149,0,0,34.5532,0,906,-172,0,174,-100,-6033,350,330,504.2263,215.6863,8,33,18,11.7647,45,145,-15,-70,SUPER_SLOW,SUPER_SLOW,0.51,50,-5,62,1.62,28289.2668,13257.1243,0,13708.6904,3750.9595,13708.6904,30716.7742,30,15,24.94,35,197,115,70,-30,50,-30,53,5255,7,0,29,0,https://wynnbuilder.github.io/builder/#CW04KQuCA3c1HXX6EE0n1827XD8xDRmna0m-ybq-j82BB
ubg-vengeance-vengeance-heavy-melee-shadestepper-non-crafted-2,assassin,Vengeance,Shadestepper,non_crafted,family_heavy_melee,"[""family_heavy_melee""]",solver_default,14565,22254.7149,22254.7149,0,0,34.5532,0,906,-172,0,174,-100,-5608,383,342,522.5618,223.5294,10,35,22,14.3791,48,148,-15,-70,SUPER_SLOW,SUPER_SLOW,0.51,50,-5,64,1.64,29572.8876,13621.0207,0,14111.4565,3869.5723,14111.4565,31602.0495,30,15,23.78,35,197,115,70,-30,50,-30,58,5565,7,0,32,0,https://wynnbuilder.github.io/builder/#CW04KQuCA3c1HXX6EE0n1827XD8xDRmna0m-ybq-j82BB
