build_id,class,weapon,archetype,primary_family,metric,median,upper_quartile_proxy,maximum,upper_quartile_minus_median,maximum_minus_upper_quartile,upper_quartile_vs_median_pct,maximum_vs_upper_quartile_pct
ubg-vengeance-vengeance-heavy-melee-shadestepper-non-crafted-2,assassin,Vengeance,Shadestepper,family_heavy_melee,main_attack_dps,25052.4582,28289.2668,31535.0126,3236.8086,3245.7458,12.9201,11.4734
ubg-vengeance-vengeance-heavy-melee-shadestepper-non-crafted-2,assassin,Vengeance,Shadestepper,family_heavy_melee,spell_display_avg_max,12604.8374,13708.6904,14780.3674,1103.853,1071.677,8.7574,7.8175
ubg-vengeance-vengeance-shadestepper-non-crafted-2,assassin,Vengeance,Shadestepper,family_unclassified,ehp,14845.2207,14845.2207,14845.2207,0,0,0,0
ubg-vengeance-vengeance-shadestepper-non-crafted-2,assassin,Vengeance,Shadestepper,family_unclassified,ehp_no_agi,14263.4922,14263.4922,14263.4922,0,0,0,0
ubg-vengeance-vengeance-shadestepper-non-crafted-2,assassin,Vengeance,Shadestepper,family_unclassified,hpr,0,0,0,0,0,,
ubg-vengeance-vengeance-shadestepper-non-crafted-2,assassin,Vengeance,Shadestepper,family_unclassified,ls,0,0,0,0,0,,
ubg-vengeance-vengeance-shadestepper-non-crafted-2,assassin,Vengeance,Shadestepper,family_unclassified,total_mr,25,25,25,0,0,0,0
ubg-vengeance-vengeance-shadestepper-non-crafted-2,assassin,Vengeance,Shadestepper,family_unclassified,ms,16,27,38,11,11,68.75,40.7407
ubg-vengeance-vengeance-shadestepper-non-crafted-2,assassin,Vengeance,Shadestepper,family_unclassified,main_attack_dps,13241.7974,15715.0358,18235.7166,2473.2384,2520.6808,18.6775,16.0399
ubg-vengeance-vengeance-shadestepper-non-crafted-2,assassin,Vengeance,Shadestepper,family_unclassified,spell_display_avg_max,16704.3817,19286.8399,21891.2651,2582.4582,2604.4252,15.4598,13.5036
ubg-event-horizon-event-horizon-lightbender-standard-1,mage,Event Horizon,Light Bender,family_unclassified,ehp,25122.9481,26924.1345,28725.321,1801.1864,1801.1865,7.1695,6.6899
ubg-event-horizon-event-horizon-lightbender-standard-1,mage,Event Horizon,Light Bender,family_unclassified,ehp_no_agi,25122.9481,26924.1345,28725.321,1801.1864,1801.1865,7.1695,6.6899
ubg-event-horizon-event-horizon-lightbender-standard-1,mage,Event Horizon,Light Bender,family_unclassified,hpr,-388.08,-303.78,-231.53,84.3,72.25,-21.7223,-23.7837
ubg-event-horizon-event-horizon-lightbender-standard-1,mage,Event Horizon,Light Bender,family_unclassified,ls,352,462,572,110,110,31.25,23.8095
ubg-event-horizon-event-horizon-lightbender-standard-1,mage,Event Horizon,Light Bender,family_unclassified,total_mr,45,50,54,5,4,11.1111,8
ubg-event-horizon-event-horizon-lightbender-standard-1,mage,Event Horizon,Light Bender,family_unclassified,ms,21,28,34,7,6,33.3333,21.4286
ubg-event-horizon-event-horizon-lightbender-standard-1,mage,Event Horizon,Light Bender,family_unclassified,main_attack_dps,3720.1135,4531.7156,5350.0729,811.6021,818.3573,21.8166,18.0584
ubg-event-horizon-event-horizon-lightbender-standard-1,mage,Event Horizon,Light Bender,family_unclassified,spell_display_avg_max,74006.5504,85082.8322,96159.1139,11076.2818,11076.2817,14.9666,13.0182
ubg-fatal-fatal-riftwalker-non-crafted-2,mage,Fatal,Riftwalker,family_unclassified,ehp,11210.2136,11210.2136,11210.2136,0,0,0,0
ubg-fatal-fatal-riftwalker-non-crafted-2,mage,Fatal,Riftwalker,family_unclassified,ehp_no_agi,11210.2136,11210.2136,11210.2136,0,0,0,0
ubg-fatal-fatal-riftwalker-non-crafted-2,mage,Fatal,Riftwalker,family_unclassified,hpr,0,0,0,0,0,,
ubg-fatal-fatal-riftwalker-non-crafted-2,mage,Fatal,Riftwalker,family_unclassified,ls,0,0,0,0,0,,
ubg-fatal-fatal-riftwalker-non-crafted-2,mage,Fatal,Riftwalker,family_unclassified,total_mr,36,40,43,4,3,11.1111,7.5
ubg-fatal-fatal-riftwalker-non-crafted-2,mage,Fatal,Riftwalker,family_unclassified,ms,28,37,47,9,10,32.1429,27.027
ubg-fatal-fatal-riftwalker-non-crafted-2,mage,Fatal,Riftwalker,family_unclassified,main_attack_dps,2537.5966,3016.3133,3490.1326,478.7167,473.8193,18.865,15.7086
ubg-fatal-fatal-riftwalker-non-crafted-2,mage,Fatal,Riftwalker,family_unclassified,spell_display_avg_max,148248.7998,171519.8356,194434.4644,23271.0358,22914.6288,15.6973,13.3598
ubg-halcyon-halcyon-lightbender-non-crafted-1,mage,Halcyon,Light Bender,family_unclassified,ehp,32846.1521,34125.3689,35404.5857,1279.2168,1279.2168,3.8946,3.7486
ubg-halcyon-halcyon-lightbender-non-crafted-1,mage,Halcyon,Light Bender,family_unclassified,ehp_no_agi,17578.3381,18262.939,18947.5399,684.6009,684.6009,3.8946,3.7486
ubg-halcyon-halcyon-lightbender-non-crafted-1,mage,Halcyon,Light Bender,family_unclassified,hpr,-454.23,-176.53,36.72,277.7,213.25,-61.1364,-120.801
ubg-halcyon-halcyon-lightbender-non-crafted-1,mage,Halcyon,Light Bender,family_unclassified,ls,-274,-233,-192,41,41,-14.9635,-17.5966
ubg-halcyon-halcyon-lightbender-non-crafted-1,mage,Halcyon,Light Bender,family_unclassified,total_mr,41,48,55,7,7,17.0732,14.5833
ubg-halcyon-halcyon-lightbender-non-crafted-1,mage,Halcyon,Light Bender,family_unclassified,ms,12,19,26,7,7,58.3333,36.8421
ubg-halcyon-halcyon-lightbender-non-crafted-1,mage,Halcyon,Light Bender,family_unclassified,main_attack_dps,1065.6777,1357.8076,1647.6004,292.1299,289.7928,27.4126,21.3427
ubg-halcyon-halcyon-lightbender-non-crafted-1,mage,Halcyon,Light Bender,family_unclassified,spell_display_avg_max,14048.1734,16605.302,19174.4081,2557.1286,2569.1061,18.2026,15.4716
ubg-lament-lament-lightbender-non-crafted-1,mage,Lament,Light Bender,family_unclassified,ehp,21811.9643,21811.9643,21811.9643,0,0,0,0
ubg-lament-lament-lightbender-non-crafted-1,mage,Lament,Light Bender,family_unclassified,ehp_no_agi,21811.9643,21811.9643,21811.9643,0,0,0,0
ubg-lament-lament-lightbender-non-crafted-1,mage,Lament,Light Bender,family_unclassified,hpr,-647.46,-539.28,-440.96,108.18,98.32,-16.7084,-18.2317
ubg-lament-lament-lightbender-non-crafted-1,mage,Lament,Light Bender,family_unclassified,ls,-600,-510,-420,90,90,-15,-17.6471
ubg-lament-lament-lightbender-non-crafted-1,mage,Lament,Light Bender,family_unclassified,total_mr,10,18,25,8,7,80,38.8889
ubg-lament-lament-lightbender-non-crafted-1,mage,Lament,Light Bender,family_unclassified,ms,53,69,85,16,16,30.1887,23.1884
ubg-lament-lament-lightbender-non-crafted-1,mage,Lament,Light Bender,family_unclassified,main_attack_dps,995.0511,1249.8733,1509.874,254.8222,260.0007,25.609,20.8022
ubg-lament-lament-lightbender-non-crafted-1,mage,Lament,Light Bender,family_unclassified,spell_display_avg_max,14809.3894,17700.4767,20657.8912,2891.0873,2957.4145,19.522,16.7081
ubg-lament-lament-lightbender-non-crafted-2,mage,Lament,Light Bender,family_unclassified,ehp,25138.3062,25138.3062,25138.3062,0,0,0,0
ubg-lament-lament-lightbender-non-crafted-2,mage,Lament,Light Bender,family_unclassified,ehp_no_agi,12774.5934,12774.5934,12774.5934,0,0,0,0
ubg-lament-lament-lightbender-non-crafted-2,mage,Lament,Light Bender,family_unclassified,hpr,-380.8,-309.4,-245,71.4,64.4,-18.75,-20.8145
ubg-lament-lament-lightbender-non-crafted-2,mage,Lament,Light Bender,family_unclassified,ls,-900,-765,-630,135,135,-15,-17.6471
ubg-lament-lament-lightbender-non-crafted-2,mage,Lament,Light Bender,family_unclassified,total_mr,3,7,10,4,3,133.3333,42.8571
ubg-lament-lament-lightbender-non-crafted-2,mage,Lament,Light Bender,family_unclassified,ms,61,80,98,19,18,31.1475,22.5
ubg-lament-lament-lightbender-non-crafted-2,mage,Lament,Light Bender,family_unclassified,main_attack_dps,1529.6665,1835.1856,2139.0697,305.5191,303.8841,19.9729,16.5588
ubg-lament-lament-lightbender-non-crafted-2,mage,Lament,Light Bender,family_unclassified,spell_display_avg_max,11399.3696,13593.9878,15780.9102,2194.6182,2186.9224,19.2521,16.0874
ubg-monster-monster-arcanist-standard-1,mage,Monster,Arcanist,family_unclassified,ehp,56753.5911,58839.0979,60924.6047,2085.5068,2085.5068,3.6747,3.5444
ubg-monster-monster-arcanist-standard-1,mage,Monster,Arcanist,family_unclassified,ehp_no_agi,56753.5911,58839.0979,60924.6047,2085.5068,2085.5068,3.6747,3.5444
ubg-monster-monster-arcanist-standard-1,mage,Monster,Arcanist,family_unclassified,hpr,-83.08,2.37,59.76,85.45,57.39,-102.8527,2421.519
ubg-monster-monster-arcanist-standard-1,mage,Monster,Arcanist,family_unclassified,ls,266,456,646,190,190,71.4286,41.6667
ubg-monster-monster-arcanist-standard-1,mage,Monster,Arcanist,family_unclassified,total_mr,30,34,37,4,3,13.3333,8.8235
ubg-monster-monster-arcanist-standard-1,mage,Monster,Arcanist,family_unclassified,ms,-2,3,6,5,3,-250,100
ubg-monster-monster-arcanist-standard-1,mage,Monster,Arcanist,family_unclassified,main_attack_dps,4897.0931,5584.62,6272.1469,687.5269,687.5269,14.0395,12.3111
ubg-monster-monster-arcanist-standard-1,mage,Monster,Arcanist,family_unclassified,spell_display_avg_max,31566.5241,35110.2926,38654.0611,3543.7685,3543.7685,11.2264,10.0932
ubg-monster-monster-lightbender-non-crafted-1,mage,Monster,Light Bender,family_unclassified,ehp,52721.6113,54807.1181,56892.6249,2085.5068,2085.5068,3.9557,3.8052
ubg-monster-monster-lightbender-non-crafted-1,mage,Monster,Light Bender,family_unclassified,ehp_no_agi,52721.6113,54807.1181,56892.6249,2085.5068,2085.5068,3.9557,3.8052
ubg-monster-monster-lightbender-non-crafted-1,mage,Monster,Light Bender,family_unclassified,hpr,-925.92,-715.26,-535.5,210.66,179.76,-22.7514,-25.1321
ubg-monster-monster-lightbender-non-crafted-1,mage,Monster,Light Bender,family_unclassified,ls,702,1046,1390,344,344,49.0028,32.8872
ubg-monster-monster-lightbender-non-crafted-1,mage,Monster,Light Bender,family_unclassified,total_mr,30,32,33,2,1,6.6667,3.125
ubg-monster-monster-lightbender-non-crafted-1,mage,Monster,Light Bender,family_unclassified,ms,14,19,23,5,4,35.7143,21.0526
ubg-monster-monster-lightbender-non-crafted-1,mage,Monster,Light Bender,family_unclassified,main_attack_dps,2818.0466,3316.9416,3825.01,498.895,508.0684,17.7036,15.3174
ubg-monster-monster-lightbender-non-crafted-1,mage,Monster,Light Bender,family_unclassified,spell_display_avg_max,18225.9528,20926.1934,23677.3871,2700.2406,2751.1937,14.8154,13.1471
ubg-monster-monster-riftwalker-non-crafted-1,mage,Monster,Riftwalker,family_unclassified,ehp,61133.1553,63218.6621,65304.1689,2085.5068,2085.5068,3.4114,3.2989
ubg-monster-monster-riftwalker-non-crafted-1,mage,Monster,Riftwalker,family_unclassified,ehp_no_agi,61133.1553,63218.6621,65304.1689,2085.5068,2085.5068,3.4114,3.2989
ubg-monster-monster-riftwalker-non-crafted-1,mage,Monster,Riftwalker,family_unclassified,hpr,-359.52,-294.84,-234,64.68,60.84,-17.9907,-20.6349
ubg-monster-monster-riftwalker-non-crafted-1,mage,Monster,Riftwalker,family_unclassified,ls,129,295,460,166,165,128.6822,55.9322
ubg-monster-monster-riftwalker-non-crafted-1,mage,Monster,Riftwalker,family_unclassified,total_mr,37,41,45,4,4,10.8108,9.7561
ubg-monster-monster-riftwalker-non-crafted-1,mage,Monster,Riftwalker,family_unclassified,ms,8,11,13,3,2,37.5,18.1818
ubg-monster-monster-riftwalker-non-crafted-1,mage,Monster,Riftwalker,family_unclassified,main_attack_dps,3800.9609,4280.3478,4791.3755,479.3869,511.0277,12.6123,11.9389
ubg-monster-monster-riftwalker-non-crafted-1,mage,Monster,Riftwalker,family_unclassified,spell_display_avg_max,76111.5148,89389.0854,98679.6207,13277.5706,9290.5353,17.4449,10.3934
ubg-pure-pure-arcanist-standard-1,mage,Pure,Arcanist,family_unclassified,ehp,28307.8684,28307.8684,28307.8684,0,0,0,0
ubg-pure-pure-arcanist-standard-1,mage,Pure,Arcanist,family_unclassified,ehp_no_agi,17055.0085,17055.0085,17055.0085,0,0,0,0
ubg-pure-pure-arcanist-standard-1,mage,Pure,Arcanist,family_unclassified,hpr,0,0,0,0,0,,
ubg-pure-pure-arcanist-standard-1,mage,Pure,Arcanist,family_unclassified,ls,368,483,598,115,115,31.25,23.8095
ubg-pure-pure-arcanist-standard-1,mage,Pure,Arcanist,family_unclassified,total_mr,18,20,22,2,2,11.1111,10
ubg-pure-pure-arcanist-standard-1,mage,Pure,Arcanist,family_unclassified,ms,26,31,36,5,5,19.2308,16.129
ubg-pure-pure-arcanist-standard-1,mage,Pure,Arcanist,family_unclassified,main_attack_dps,378.1397,391.7698,402.7508,13.6301,10.981,3.6045,2.8029
ubg-pure-pure-arcanist-standard-1,mage,Pure,Arcanist,family_unclassified,spell_display_avg_max,29682.6502,35591.9202,41526.094,5909.27,5934.1738,19.9082,16.6728
ubg-quetzalcoatl-quetzalcoatl-riftwalker-non-crafted-1,mage,Quetzalcoatl,Riftwalker,family_unclassified,ehp,23950.1351,23950.1351,23950.1351,0,0,0,0
ubg-quetzalcoatl-quetzalcoatl-riftwalker-non-crafted-1,mage,Quetzalcoatl,Riftwalker,family_unclassified,ehp_no_agi,12170.7976,12170.7976,12170.7976,0,0,0,0
ubg-quetzalcoatl-quetzalcoatl-riftwalker-non-crafted-1,mage,Quetzalcoatl,Riftwalker,family_unclassified,hpr,0,0,0,0,0,,
ubg-quetzalcoatl-quetzalcoatl-riftwalker-non-crafted-1,mage,Quetzalcoatl,Riftwalker,family_unclassified,ls,1000,1405,1810,405,405,40.5,28.8256
ubg-quetzalcoatl-quetzalcoatl-riftwalker-non-crafted-1,mage,Quetzalcoatl,Riftwalker,family_unclassified,total_mr,28,31,34,3,3,10.7143,9.6774
ubg-quetzalcoatl-quetzalcoatl-riftwalker-non-crafted-1,mage,Quetzalcoatl,Riftwalker,family_unclassified,ms,10,13,16,3,3,30,23.0769
ubg-quetzalcoatl-quetzalcoatl-riftwalker-non-crafted-1,mage,Quetzalcoatl,Riftwalker,family_unclassified,main_attack_dps,2517.1892,3067.5073,3623.8775,550.3181,556.3702,21.8624,18.1375
ubg-quetzalcoatl-quetzalcoatl-riftwalker-non-crafted-1,mage,Quetzalcoatl,Riftwalker,family_unclassified,spell_display_avg_max,116478.1368,132521.5281,149197.4324,16043.3913,16675.9043,13.7737,12.5835
ubg-riptide-riptide-arcanist-non-crafted-1,mage,Riptide,Arcanist,family_unclassified,ehp,11654.1667,11654.1667,11654.1667,0,0,0,0
ubg-riptide-riptide-arcanist-non-crafted-1,mage,Riptide,Arcanist,family_unclassified,ehp_no_agi,11654.1667,11654.1667,11654.1667,0,0,0,0
ubg-riptide-riptide-arcanist-non-crafted-1,mage,Riptide,Arcanist,family_unclassified,hpr,0,0,0,0,0,,
ubg-riptide-riptide-arcanist-non-crafted-1,mage,Riptide,Arcanist,family_unclassified,ls,0,0,0,0,0,,
ubg-riptide-riptide-arcanist-non-crafted-1,mage,Riptide,Arcanist,family_unclassified,total_mr,-8,6,18,14,12,-175,200
ubg-riptide-riptide-arcanist-non-crafted-1,mage,Riptide,Arcanist,family_unclassified,ms,-9,3,14,12,11,-133.3333,366.6667
ubg-riptide-riptide-arcanist-non-crafted-1,mage,Riptide,Arcanist,family_unclassified,main_attack_dps,8005.78,8380.4592,8802.3181,374.6792,421.8589,4.6801,5.0338
ubg-riptide-riptide-arcanist-non-crafted-1,mage,Riptide,Arcanist,family_unclassified,spell_display_avg_max,50249.6774,59321.7702,68232.0497,9072.0928,8910.2795,18.054,15.0203
ubg-singularity-singularity-riftwalker-standard-1,mage,Singularity,Riftwalker,family_unclassified,ehp,29993.4735,29993.4735,29993.4735,0,0,0,0
ubg-singularity-singularity-riftwalker-standard-1,mage,Singularity,Riftwalker,family_unclassified,ehp_no_agi,21048.8441,21048.8441,21048.8441,0,0,0,0
ubg-singularity-singularity-riftwalker-standard-1,mage,Singularity,Riftwalker,family_unclassified,hpr,385.7,598.5,827.13,212.8,228.63,55.1724,38.2005
ubg-singularity-singularity-riftwalker-standard-1,mage,Singularity,Riftwalker,family_unclassified,ls,168,221,273,53,52,31.5476,23.5294
ubg-singularity-singularity-riftwalker-standard-1,mage,Singularity,Riftwalker,family_unclassified,total_mr,52,60,66,8,6,15.3846,10
ubg-singularity-singularity-riftwalker-standard-1,mage,Singularity,Riftwalker,family_unclassified,ms,-12,-10,-8,2,2,-16.6667,-20
ubg-singularity-singularity-riftwalker-standard-1,mage,Singularity,Riftwalker,family_unclassified,main_attack_dps,6461.2942,7380.0527,8296.6294,918.7585,916.5767,14.2194,12.4196
ubg-singularity-singularity-riftwalker-standard-1,mage,Singularity,Riftwalker,family_unclassified,spell_display_avg_max,108664.2599,130569.285,151121.2812,21905.0251,20551.9962,20.1584,15.7403
ubg-theatre-cane-theatre-cane-arcanist-standard-1,mage,Theatre Cane,Arcanist,family_unclassified,ehp,25276.257,25276.257,25276.257,0,0,0,0
ubg-theatre-cane-theatre-cane-arcanist-standard-1,mage,Theatre Cane,Arcanist,family_unclassified,ehp_no_agi,16602.8399,16602.8399,16602.8399,0,0,0,0
ubg-theatre-cane-theatre-cane-arcanist-standard-1,mage,Theatre Cane,Arcanist,family_unclassified,hpr,-80.08,26.46,92.38,106.54,65.92,-133.042,249.1308
ubg-theatre-cane-theatre-cane-arcanist-standard-1,mage,Theatre Cane,Arcanist,family_unclassified,ls,640,841,1040,201,199,31.4062,23.6623
ubg-theatre-cane-theatre-cane-arcanist-standard-1,mage,Theatre Cane,Arcanist,family_unclassified,total_mr,24,29,34,5,5,20.8333,17.2414
ubg-theatre-cane-theatre-cane-arcanist-standard-1,mage,Theatre Cane,Arcanist,family_unclassified,ms,23,27,31,4,4,17.3913,14.8148
ubg-theatre-cane-theatre-cane-arcanist-standard-1,mage,Theatre Cane,Arcanist,family_unclassified,main_attack_dps,6728.3403,7009.103,7304.821,280.7627,295.718,4.1728,4.2191
ubg-theatre-cane-theatre-cane-arcanist-standard-1,mage,Theatre Cane,Arcanist,family_unclassified,spell_display_avg_max,34671.174,37692.2374,40642.8575,3021.0634,2950.6201,8.7135,7.8282
ubg-trance-trance-riftwalker-melee-non-crafted-1,mage,Trance,Riftwalker,family_cancelstack,ehp,21399.7988,21399.7988,21399.7988,0,0,0,0
ubg-trance-trance-riftwalker-melee-non-crafted-1,mage,Trance,Riftwalker,family_cancelstack,ehp_no_agi,21399.7988,21399.7988,21399.7988,0,0,0,0
ubg-trance-trance-riftwalker-melee-non-crafted-1,mage,Trance,Riftwalker,family_cancelstack,hpr,-182,-154,-128,28,26,-15.3846,-16.8831
ubg-trance-trance-riftwalker-melee-non-crafted-1,mage,Trance,Riftwalker,family_cancelstack,ls,931,1306,1679,375,373,40.2793,28.5605
ubg-trance-trance-riftwalker-melee-non-crafted-1,mage,Trance,Riftwalker,family_cancelstack,total_mr,25,25,25,0,0,0,0
ubg-trance-trance-riftwalker-melee-non-crafted-1,mage,Trance,Riftwalker,family_cancelstack,ms,24,32,39,8,7,33.3333,21.875
ubg-trance-trance-riftwalker-melee-non-crafted-1,mage,Trance,Riftwalker,family_cancelstack,main_attack_dps,34862.1496,39659.127,44443.5386,4796.9774,4784.4116,13.7598,12.0638
ubg-trance-trance-riftwalker-melee-non-crafted-1,mage,Trance,Riftwalker,family_cancelstack,spell_display_avg_max,54619.3239,55674.0182,56915.0256,1054.6943,1241.0074,1.931,2.2291
ubg-warp-warp-arcanist-lootrun-2,mage,Warp,Arcanist,family_lootrun,ehp,38192.7998,38314.2953,38435.7909,121.4955,121.4956,0.3181,0.3171
ubg-warp-warp-arcanist-lootrun-2,mage,Warp,Arcanist,family_lootrun,ehp_no_agi,11788.3333,11825.8333,11863.3333,37.5,37.5,0.3181,0.3171
ubg-warp-warp-arcanist-lootrun-2,mage,Warp,Arcanist,family_lootrun,hpr,-1305,-726.4,-243.95,578.6,482.45,-44.3372,-66.4166
ubg-warp-warp-arcanist-lootrun-2,mage,Warp,Arcanist,family_lootrun,ls,368,483,598,115,115,31.25,23.8095
ubg-warp-warp-arcanist-lootrun-2,mage,Warp,Arcanist,family_lootrun,total_mr,11,21,33,10,12,90.9091,57.1429
ubg-warp-warp-arcanist-lootrun-2,mage,Warp,Arcanist,family_lootrun,ms,0,0,0,0,0,,
ubg-warp-warp-arcanist-lootrun-2,mage,Warp,Arcanist,family_lootrun,main_attack_dps,3891.1683,4683.141,5482.2498,791.9727,799.1088,20.3531,17.0635
ubg-warp-warp-arcanist-lootrun-2,mage,Warp,Arcanist,family_lootrun,spell_display_avg_max,32972.7902,36212.5851,39523.4657,3239.7949,3310.8806,9.8257,9.1429
ubg-warp-warp-arcanist-non-crafted-1,mage,Warp,Arcanist,family_unclassified,ehp,42546.0032,42546.0032,42546.0032,0,0,0,0
ubg-warp-warp-arcanist-non-crafted-1,mage,Warp,Arcanist,family_unclassified,ehp_no_agi,14122.6571,14122.6571,14122.6571,0,0,0,0
ubg-warp-warp-arcanist-non-crafted-1,mage,Warp,Arcanist,family_unclassified,hpr,-992.5,-551.61,-180.4,440.89,371.21,-44.4222,-67.2957
ubg-warp-warp-arcanist-non-crafted-1,mage,Warp,Arcanist,family_unclassified,ls,139,182,225,43,43,30.9353,23.6264
ubg-warp-warp-arcanist-non-crafted-1,mage,Warp,Arcanist,family_unclassified,total_mr,-3,7,17,10,10,-333.3333,142.8571
ubg-warp-warp-arcanist-non-crafted-1,mage,Warp,Arcanist,family_unclassified,ms,6,11,16,5,5,83.3333,45.4545
ubg-warp-warp-arcanist-non-crafted-1,mage,Warp,Arcanist,family_unclassified,main_attack_dps,1511.3593,1683.8028,1864.0845,172.4435,180.2817,11.4098,10.7068
ubg-warp-warp-arcanist-non-crafted-1,mage,Warp,Arcanist,family_unclassified,spell_display_avg_max,38661.4007,43059.0532,47696.1218,4397.6525,4637.0686,11.3748,10.7691
ubg-fantasia-fantasia-acolyte-non-crafted-1,shaman,Fantasia,Acolyte,family_unclassified,ehp,25546.5939,25546.5939,25546.5939,0,0,0,0
ubg-fantasia-fantasia-acolyte-non-crafted-1,shaman,Fantasia,Acolyte,family_unclassified,ehp_no_agi,17928.1094,17928.1094,17928.1094,0,0,0,0
ubg-fantasia-fantasia-acolyte-non-crafted-1,shaman,Fantasia,Acolyte,family_unclassified,hpr,271,430,592,159,162,58.6716,37.6744
ubg-fantasia-fantasia-acolyte-non-crafted-1,shaman,Fantasia,Acolyte,family_unclassified,ls,168,221,273,53,52,31.5476,23.5294
ubg-fantasia-fantasia-acolyte-non-crafted-1,shaman,Fantasia,Acolyte,family_unclassified,total_mr,27,38,47,11,9,40.7407,23.6842
ubg-fantasia-fantasia-acolyte-non-crafted-1,shaman,Fantasia,Acolyte,family_unclassified,ms,-32,-27,-22,5,5,-15.625,-18.5185
ubg-fantasia-fantasia-acolyte-non-crafted-1,shaman,Fantasia,Acolyte,family_unclassified,main_attack_dps,3915.7966,4081.2135,4221.8335,165.4169,140.62,4.2243,3.4455
ubg-fantasia-fantasia-acolyte-non-crafted-1,shaman,Fantasia,Acolyte,family_unclassified,spell_display_avg_max,24161.0076,27934.2986,31707.5897,3773.291,3773.2911,15.6173,13.5077
ubg-fate-fate-tierstack-ritualist-standard-1,shaman,Fate,Ritualist,family_tierstack,ehp,22715.9803,22715.9803,22715.9803,0,0,0,0
ubg-fate-fate-tierstack-ritualist-standard-1,shaman,Fate,Ritualist,family_tierstack,ehp_no_agi,14195.9527,14195.9527,14195.9527,0,0,0,0
ubg-fate-fate-tierstack-ritualist-standard-1,shaman,Fate,Ritualist,family_tierstack,hpr,0,0,0,0,0,,
ubg-fate-fate-tierstack-ritualist-standard-1,shaman,Fate,Ritualist,family_tierstack,ls,-90,-76,-63,14,13,-15.5556,-17.1053
ubg-fate-fate-tierstack-ritualist-standard-1,shaman,Fate,Ritualist,family_tierstack,total_mr,25,25,25,0,0,0,0
ubg-fate-fate-tierstack-ritualist-standard-1,shaman,Fate,Ritualist,family_tierstack,ms,13,14,15,1,1,7.6923,7.1429
ubg-fate-fate-tierstack-ritualist-standard-1,shaman,Fate,Ritualist,family_tierstack,main_attack_dps,12700.6194,14785.4069,16722.6138,2084.7875,1937.2069,16.4148,13.1022
ubg-fate-fate-tierstack-ritualist-standard-1,shaman,Fate,Ritualist,family_tierstack,spell_display_avg_max,24586.8868,25739.2541,26858.8665,1152.3673,1119.6124,4.6869,4.3498
ubg-latent-disorder-latent-disorder-acolyte-standard-1,shaman,Latent Disorder,Acolyte,family_unclassified,ehp,15159.1157,15571.9908,15983.6445,412.8751,411.6537,2.7236,2.6436
ubg-latent-disorder-latent-disorder-acolyte-standard-1,shaman,Latent Disorder,Acolyte,family_unclassified,ehp_no_agi,14117.2486,14501.7473,14885.1086,384.4987,383.3613,2.7236,2.6436
ubg-latent-disorder-latent-disorder-acolyte-standard-1,shaman,Latent Disorder,Acolyte,family_unclassified,hpr,293,384,475,91,91,31.058,23.6979
ubg-latent-disorder-latent-disorder-acolyte-standard-1,shaman,Latent Disorder,Acolyte,family_unclassified,ls,672,883,1092,211,209,31.3988,23.6693
ubg-latent-disorder-latent-disorder-acolyte-standard-1,shaman,Latent Disorder,Acolyte,family_unclassified,total_mr,57,63,69,6,6,10.5263,9.5238
ubg-latent-disorder-latent-disorder-acolyte-standard-1,shaman,Latent Disorder,Acolyte,family_unclassified,ms,-12,-10,-8,2,2,-16.6667,-20
ubg-latent-disorder-latent-disorder-acolyte-standard-1,shaman,Latent Disorder,Acolyte,family_unclassified,main_attack_dps,5836.3986,6514.6358,7157.8434,678.2372,643.2076,11.6208,9.8733
ubg-latent-disorder-latent-disorder-acolyte-standard-1,shaman,Latent Disorder,Acolyte,family_unclassified,spell_display_avg_max,21937.2831,24704.0124,27541.5601,2766.7293,2837.5477,12.612,11.4862
ubg-panic-zealot-panic-zealot-summoner-standard-1,shaman,Panic Zealot,Summoner,family_unclassified,ehp,13054.5176,14541.3647,16028.2118,1486.8471,1486.8471,11.3895,10.2249
ubg-panic-zealot-panic-zealot-summoner-standard-1,shaman,Panic Zealot,Summoner,family_unclassified,ehp_no_agi,6611.4932,7364.5106,8117.5281,753.0174,753.0175,11.3895,10.2249
ubg-panic-zealot-panic-zealot-summoner-standard-1,shaman,Panic Zealot,Summoner,family_unclassified,hpr,0,0,0,0,0,,
ubg-panic-zealot-panic-zealot-summoner-standard-1,shaman,Panic Zealot,Summoner,family_unclassified,ls,221,289,358,68,69,30.7692,23.8754
ubg-panic-zealot-panic-zealot-summoner-standard-1,shaman,Panic Zealot,Summoner,family_unclassified,total_mr,25,25,25,0,0,0,0
ubg-panic-zealot-panic-zealot-summoner-standard-1,shaman,Panic Zealot,Summoner,family_unclassified,ms,12,18,23,6,5,50,27.7778
ubg-panic-zealot-panic-zealot-summoner-standard-1,shaman,Panic Zealot,Summoner,family_unclassified,main_attack_dps,544.2385,652.2631,766.6895,108.0246,114.4264,19.8488,17.543
ubg-panic-zealot-panic-zealot-summoner-standard-1,shaman,Panic Zealot,Summoner,family_unclassified,spell_display_avg_max,26294.293,29039.0779,32013.5262,2744.7849,2974.4483,10.4387,10.2429
ubg-resonance-resonance-acolyte-non-crafted-1,shaman,Resonance,Acolyte,family_unclassified,ehp,17333.3482,17602.6535,17870.619,269.3053,267.9655,1.5537,1.5223
